# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 409 511 1270 517
p 2 0 498 422 1350 597
p 2 0 353 567 1174 475
p 2 0 464 456 1381 571
p 2 0 486 434 1349 566
p 2 0 488 432 1306 583
p 2 0 434 486 1258 533
p 2 0 480 440 1299 577
p 2 0 393 527 1226 502
p 2 0 456 464 1354 568
p 2 0 346 574 1219 470
p 2 0 513 407 1394 603
p 2 0 433 487 1297 535
p 2 0 529 391 1378 625
p 2 0 449 471 1294 545
p 2 0 548 372 1333 633
p 2 0 454 466 1289 548
p 2 0 500 420 1290 589
p 2 0 453 467 1282 548
p 2 0 458 462 1244 561
p 2 0 322 598 1189 461
p 2 0 473 447 1323 573
p 2 0 413 507 1196 518
p 2 0 428 492 1284 543
p 2 0 419 501 1341 532
p 2 0 389 531 1256 517
p 2 0 421 499 1322 518
p 2 0 480 440 1338 577
p 2 0 482 438 1337 575
p 2 0 536 384 1385 627
p 2 0 415 505 1209 521
p 2 0 497 423 1315 589
p 2 0 377 543 1274 496
p 2 0 465 455 1335 566
p 2 0 460 460 1333 550
p 2 0 496 424 1359 591
p 2 0 368 552 1244 492
p 2 0 412 508 1254 529
p 2 0 428 492 1252 535
p 2 0 484 436 1325 585
p 2 0 404 516 1222 514
p 2 0 450 470 1357 568
p 2 0 476 444 1412 569
p 2 0 474 446 1348 574
p 2 0 413 507 1308 517
p 2 0 427 493 1308 549
p 2 0 417 503 1296 511
p 2 0 439 481 1254 543
p 2 0 407 513 1253 504
p 2 0 485 435 1343 586
p 2 0 359 561 1332 483
p 2 0 467 453 1293 578
p 2 0 479 441 1278 563
p 2 0 451 469 1396 560
p 2 0 428 492 1271 532
p 2 0 528 392 1397 620
p 2 0 684 236 2119 858
p 2 0 884 36 3164 1122
p 2 0 825 95 3719 1090
p 2 0 888 32 3820 1177
p 2 0 832 88 3990 1072
p 2 0 852 68 3737 1145
p 2 0 805 115 4457 1051
p 2 0 871 49 4484 1179
p 2 0 837 83 4813 1091
p 2 0 884 36 4815 1210
p 2 0 832 88 4977 1077
p 2 0 895 25 5166 1234
p 2 0 835 85 5284 1102
p 2 0 885 35 5321 1217
p 2 0 833 87 5654 1105
p 2 0 876 44 5879 1226
p 2 0 830 90 5211 1107
p 2 0 877 43 5211 1224
p 2 1 826 93 5465 1084
p 2 0 891 29 4976 1222
p 2 0 826 94 5008 1087
p 2 0 877 43 5047 1196
p 2 0 828 92 4994 1069
p 2 0 894 26 5406 1256
p 2 0 835 85 5225 1083
p 2 0 877 43 5208 1209
p 2 0 825 95 5092 1078
p 2 0 889 31 5233 1237
p 2 0 828 92 5278 1085
p 2 0 876 44 5378 1230
p 2 0 793 127 5278 1058
p 2 0 879 41 5437 1222
p 2 0 826 94 5706 1102
p 2 0 876 44 5666 1215
p 2 0 791 129 5766 1077
p 2 0 900 20 5991 1237
p 2 0 687 233 4436 876
p 2 0 752 168 4660 922
p 2 0 549 371 4433 730
p 2 0 638 282 4543 817
p 2 0 543 377 4497 720
p 2 0 620 300 4705 809
p 2 0 487 433 4467 666
p 2 0 590 330 4480 747
p 2 0 475 445 4317 653
p 2 0 508 412 4528 681
p 2 0 443 477 4367 617
p 2 0 530 390 4616 699
p 2 0 414 506 4442 589
p 2 0 490 430 4339 648
p 2 0 441 479 4296 621
p 2 0 428 492 4411 607
p 2 0 447 473 4289 617
p 2 0 452 468 4480 630
p 2 0 400 520 4406 584
p 2 0 457 463 4310 630
p 2 0 437 483 4396 613
p 2 0 383 537 4378 567
p 2 0 380 540 4227 561
p 2 0 425 495 4870 617
p 2 0 409 511 5066 604
p 2 2 455 463 5747 654
p 2 5 430 485 5552 649
p 2 0 379 541 5615 583
p 2 0 408 512 5370 611
p 2 0 440 480 5051 627
p 2 1 449 470 5262 639
p 2 0 405 515 5342 594
p 2 1 459 460 5199 648
p 2 1 432 487 5471 654
p 2 2 440 478 5087 647
p 2 0 489 431 5329 662
p 2 1 470 449 5696 668
p 2 2 431 487 6078 650
p 2 3 422 495 5859 645
p 2 2 431 487 5066 649
p 2 0 435 485 4683 640
p 2 0 456 464 4502 633
p 2 0 425 495 4429 609
p 2 0 392 528 4392 577
p 2 0 440 480 4362 611
p 2 0 408 512 4415 587
p 2 0 425 495 4392 608
p 2 0 476 444 4476 641
p 2 0 440 480 4398 613
p 2 0 508 412 4502 664
p 2 0 441 479 4462 617
p 2 0 457 463 4449 623
p 2 0 475 445 4536 650
