# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 31 284 605 9796 836
p 2 38 273 609 8907 821
p 2 38 302 580 10111 919
p 2 46 295 579 11543 985
p 2 56 268 596 10512 985
p 2 32 263 625 8389 855
p 2 27 314 579 8460 841
p 2 35 255 630 7127 780
p 2 14 299 607 5790 687
p 2 8 268 644 5149 626
p 2 13 263 644 5433 626
p 2 17 242 661 5847 629
p 2 29 256 635 6405 669
p 2 16 264 640 6348 632
p 2 17 229 674 6476 597
p 2 18 232 670 6879 623
p 2 18 266 636 6819 660
p 2 17 270 633 6628 694
p 2 8 255 657 6781 645
p 2 18 256 646 6296 699
p 2 22 243 655 7838 736
p 2 24 298 598 9827 834
p 2 24 258 638 10314 806
p 2 40 252 628 9708 883
p 2 31 274 615 9624 867
p 2 19 256 645 8250 755
p 2 18 248 654 7123 713
p 2 12 239 669 6099 652
p 2 16 251 653 6116 664
p 2 21 247 652 6476 688
p 2 21 261 638 8283 754
p 2 27 245 648 9933 769
p 2 39 230 651 11346 845
p 2 45 228 647 11622 890
p 2 54 262 604 13201 979
p 2 42 249 629 13815 941
p 2 48 222 650 12937 939
p 2 41 230 649 10774 877
p 2 26 247 647 8660 813
p 2 21 268 631 7298 756
p 2 15 268 637 6847 727
p 2 24 241 655 6080 688
p 2 20 237 663 6966 684
p 2 21 219 680 7958 678
p 2 17 236 667 9335 701
p 2 24 255 641 10081 764
p 2 29 257 634 10721 826
p 2 26 255 639 11251 811
p 2 37 252 631 11994 903
p 2 40 228 652 12146 913
p 2 49 219 652 11082 924
p 2 38 249 633 10089 871
p 2 28 244 648 7574 795
p 2 24 245 651 6058 730
p 2 11 272 637 5957 666
p 2 16 251 653 5319 650
p 2 14 239 667 5283 621
p 2 20 223 677 6083 633
p 2 22 242 656 7701 684
p 2 24 235 661 9310 721
p 2 42 231 647 10068 822
p 2 40 229 651 10827 838
p 2 43 265 612 11665 912
p 2 41 233 646 10889 901
p 2 41 197 682 9514 818
p 2 33 210 677 8442 780
p 2 35 220 665 7328 784
p 2 17 245 658 6446 717
p 2 20 239 661 5483 681
p 2 21 260 639 6137 706
p 2 22 248 650 6248 683
p 2 21 252 647 7630 714
p 2 27 218 675 8801 745
p 2 35 208 677 9458 772
p 2 40 219 661 9033 797
p 2 32 249 639 10001 835
p 2 53 198 669 11166 890
p 2 46 218 656 10482 906
p 2 33 226 661 8913 807
p 2 27 234 659 7715 762
p 2 29 225 666 6887 728
p 2 16 245 659 5914 673
p 2 12 267 641 4969 644
p 2 10 257 653 5077 612
p 2 16 206 698 5496 593
p 2 19 214 687 5981 605
p 2 22 225 673 6362 621
p 2 22 228 670 6381 625
p 2 21 193 706 6446 593
p 2 16 233 671 6376 621
p 2 16 234 670 6360 645
p 2 12 233 675 6017 615
p 2 18 188 714 5725 624
p 2 24 223 673 7566 698
p 2 28 221 671 9139 771
p 2 33 212 675 9700 782
p 2 32 205 683 9731 786
p 2 30 225 665 9494 787
p 2 19 217 684 8509 702
p 2 21 211 688 7341 689
p 2 20 204 696 5478 630
p 2 13 213 694 5497 612
p 2 20 210 690 6209 647
p 2 26 219 675 7527 717
p 2 36 210 674 9632 788
p 2 38 200 682 11319 798
p 2 38 222 660 11597 832
p 2 46 216 658 13382 898
p 2 49 220 651 14117 962
p 2 56 207 657 12578 974
p 2 43 231 646 10843 894
p 2 29 221 670 8663 782
p 2 24 225 671 7172 709
p 2 15 247 658 6629 695
p 2 17 237 666 6180 668
p 2 18 212 690 6684 641
p 2 20 251 649 8023 721
p 2 17 221 682 9555 691
p 2 24 213 683 9844 713
p 2 34 213 673 10468 780
p 2 37 220 663 10911 835
p 2 33 234 653 12108 855
p 2 41 229 650 12073 914
p 2 43 253 624 11260 925
p 2 40 227 653 9850 874
p 2 25 241 654 8209 773
p 2 27 221 672 6658 729
p 2 10 248 662 5264 636
p 2 12 233 675 4877 625
p 2 12 231 677 5495 616
p 2 14 219 687 5743 614
p 2 26 213 681 7445 660
p 2 25 219 676 9659 729
p 2 41 208 671 10033 816
p 2 33 204 683 11054 791
p 2 49 196 675 11432 870
p 2 52 202 666 11044 898
p 2 36 212 672 10029 843
p 2 30 215 675 9213 802
p 2 31 235 654 7716 783
p 2 20 228 672 6814 720
p 2 17 254 649 5853 698
p 2 22 228 670 5960 682
p 2 24 232 664 6264 685
p 2 24 234 662 7839 713
p 2 32 246 642 8660 781
p 2 28 211 681 9605 749
p 2 45 215 660 9490 818
p 2 48 190 682 9427 829
p 2 51 219 650 11449 910
p 2 44 238 638 11232 910
p 2 32 225 663 9408 809
p 2 27 224 669 8270 787
p 2 32 216 672 7464 759
p 2 16 231 673 6166 671
p 2 13 249 658 5264 644
p 2 9 228 683 5393 616
p 2 16 216 688 5445 619
p 2 15 221 684 5982 605
p 2 19 226 675 6813 635
p 2 17 217 686 6477 607
p 2 23 212 685 6537 621
p 2 14 229 677 7069 643
p 2 21 217 682 6281 659
p 2 15 212 693 6184 633
p 2 22 215 683 6678 683
p 2 23 214 683 7994 696
p 2 29 213 678 9522 763
p 2 42 194 684 9846 812
p 2 30 244 646 10371 809
p 2 38 194 688 9281 796
p 2 15 222 683 9078 706
p 2 24 217 679 6987 710
p 2 15 244 661 5919 668
p 2 11 237 672 5986 641
p 2 13 227 680 6455 644
