# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 302 618 419 399
p 2 0 254 666 387 364
p 2 0 245 675 361 350
p 2 0 270 650 381 365
p 2 0 245 675 373 351
p 2 0 298 622 409 389
p 2 0 195 725 338 314
p 2 0 231 689 345 333
p 2 0 248 672 374 349
p 2 0 171 749 313 299
p 2 0 142 778 285 271
p 2 0 200 720 324 313
p 2 0 122 798 270 258
p 2 0 195 725 331 306
p 2 0 109 811 256 245
p 2 0 154 766 290 277
p 2 0 122 798 268 256
p 2 0 158 762 293 280
p 2 0 122 798 256 251
p 2 0 198 722 316 303
p 2 0 165 755 290 283
p 2 0 179 741 310 293
p 2 0 138 782 273 263
p 2 0 115 805 260 247
p 2 0 117 803 261 247
p 2 0 126 794 269 258
p 2 0 135 785 281 266
p 2 0 134 786 279 264
p 2 0 177 743 303 288
p 2 0 149 771 276 266
p 2 0 126 794 261 252
p 2 0 95 825 255 235
p 2 0 127 793 267 252
p 2 0 123 797 260 253
p 2 0 198 722 303 296
p 2 0 47 873 200 194
p 2 0 153 767 282 272
p 2 0 183 737 310 297
p 2 0 112 808 252 241
p 2 0 108 812 247 237
p 2 0 91 829 239 229
p 2 0 154 766 280 271
p 2 0 81 839 231 221
p 2 0 101 819 240 234
i 2 920 0 0 51686 3662
p 2 0 465 455 664 560
p 2 0 412 508 575 524
p 2 0 340 580 474 440
p 2 0 339 581 484 448
p 2 0 269 651 400 376
p 2 0 261 659 399 378
p 2 0 275 645 414 378
p 2 0 263 657 410 379
p 2 0 222 698 373 341
p 2 0 251 669 397 364
p 2 0 152 768 314 290
p 2 0 197 723 339 318
p 2 0 160 760 313 290
p 2 0 149 771 304 283
p 2 0 190 730 333 307
p 2 0 207 713 343 323
p 2 0 182 738 330 300
p 2 0 152 768 311 285
p 2 0 125 795 286 260
p 2 0 158 762 310 284
p 2 0 175 745 309 292
p 2 0 146 774 298 273
p 2 0 59 861 226 210
p 2 0 124 796 259 252
p 2 0 138 782 280 267
p 2 0 144 776 287 273
p 2 0 65 855 229 215
p 2 0 162 758 304 284
p 2 0 155 765 296 276
p 2 0 138 782 274 263
p 2 0 195 725 322 308
p 2 0 177 743 315 297
p 2 0 172 748 310 290
p 2 0 117 803 261 249
p 2 0 106 814 265 244
p 2 0 170 750 297 286
p 2 0 105 815 252 243
p 2 0 82 838 230 222
p 2 0 130 790 286 268
p 2 0 97 823 251 238
p 2 0 89 831 244 227
p 2 0 133 787 271 258
p 2 0 147 773 286 267
p 2 0 57 863 210 203
p 2 0 111 809 250 241
p 2 0 144 776 270 262
p 2 0 127 793 263 252
i 2 920 0 0 51577 3845
p 2 0 393 527 661 524
p 2 0 314 606 504 445
p 2 0 201 719 1074 342
p 2 0 189 731 381 323
p 2 0 176 744 384 316
p 2 0 174 746 1002 320
p 2 0 187 733 419 326
p 2 0 133 787 341 276
p 2 0 138 782 949 288
p 2 0 123 797 327 267
p 2 0 130 790 336 275
p 2 0 126 794 656 271
p 2 0 95 825 290 240
p 2 0 125 795 313 267
p 2 0 109 811 605 256
p 2 0 93 827 303 240
p 2 0 111 809 314 255
p 2 0 78 842 551 227
p 2 0 80 840 263 230
p 2 0 109 811 316 253
p 2 0 107 813 621 254
p 2 0 94 826 284 240
p 2 0 81 839 261 228
p 2 2 158 760 8432 412
p 2 0 151 769 566 300
p 2 0 109 811 360 257
p 2 0 177 743 7733 409
p 2 0 153 767 596 304
p 2 0 181 739 555 323
p 2 0 124 796 682 268
p 2 0 94 826 312 242
p 2 0 107 813 338 254
p 2 0 71 849 452 221
p 2 0 72 848 278 223
p 2 0 61 859 249 210
p 2 0 70 850 270 221
p 2 0 82 838 294 234
p 2 0 85 835 289 236
p 2 19 202 699 15897 699
p 2 0 163 757 680 322
p 2 0 99 821 340 252
p 2 19 228 673 16968 744
p 2 0 209 711 793 366
p 2 0 88 832 340 240
p 2 6 256 658 15308 678
p 2 0 196 724 763 356
p 2 0 96 824 341 245
p 2 0 59 861 265 209
p 2 0 105 815 314 251
p 2 0 98 822 311 246
p 2 0 228 692 11248 534
p 2 0 177 743 702 334
p 2 0 148 772 434 292
p 2 0 250 670 11382 551
p 2 0 169 751 664 330
p 2 0 100 820 353 250
p 2 2 247 671 13936 624
p 2 0 194 726 800 353
p 2 0 126 794 430 274
p 2 0 219 701 11056 520
p 2 0 193 727 793 350
p 2 0 105 815 354 252
p 2 1 236 683 11392 533
p 2 0 205 715 779 362
p 2 0 122 798 401 267
p 2 3 230 687 13671 613
p 2 0 190 730 665 336
p 2 0 80 840 306 227
p 2 2 240 678 13869 612
p 2 0 189 731 749 345
p 2 0 100 820 385 252
p 2 0 209 711 11037 506
p 2 0 175 745 688 327
p 2 0 92 828 333 239
p 2 1 242 677 11344 528
p 2 0 166 754 676 319
p 2 0 161 759 481 309
i 2 920 0 0 38391 3773
p 2 0 436 484 728 577
p 2 0 333 587 525 462
p 2 0 296 624 4737 504
p 2 0 255 665 562 392
p 2 0 205 715 436 339
p 2 2 265 653 5419 505
p 2 0 246 674 661 396
p 2 0 193 727 457 337
p 2 1 200 719 5180 443
p 2 0 158 762 493 305
p 2 0 114 806 351 261
p 2 0 142 778 342 279
p 2 0 149 771 359 286
p 2 0 127 793 314 267
p 2 0 144 776 411 288
p 2 0 131 789 381 279
p 2 0 135 785 330 272
p 2 0 122 798 298 258
p 2 0 87 833 284 231
p 2 0 111 809 325 252
p 2 0 93 827 308 241
p 2 0 137 783 352 277
p 2 0 143 777 359 277
p 2 0 137 783 358 276
p 2 0 107 813 308 252
p 2 0 61 859 234 211
p 2 0 37 883 207 190
p 2 0 88 832 293 234
p 2 0 106 814 313 248
p 2 0 110 810 307 251
p 2 0 115 805 315 258
p 2 0 103 817 291 242
p 2 0 100 820 297 241
p 2 0 66 854 242 213
p 2 0 87 833 250 225
p 2 0 77 843 272 226
p 2 0 82 838 281 231
p 2 0 93 827 297 242
p 2 0 61 859 246 210
p 2 0 103 817 273 241
p 2 0 86 834 252 224
p 2 0 71 849 244 216
p 2 0 120 800 301 254
p 2 0 91 829 282 233
p 2 0 59 861 249 210
p 2 0 76 844 263 222
p 2 0 112 808 331 257
p 2 0 134 786 3661 327
p 2 0 127 793 419 269
p 2 0 123 797 358 271
p 2 0 117 803 3407 307
p 2 0 106 814 393 258
p 2 0 90 830 317 237
p 2 0 91 829 3425 284
p 2 0 75 845 346 226
p 2 0 107 813 298 246
p 2 0 111 809 3388 298
p 2 0 114 806 415 261
p 2 0 117 803 360 259
p 2 0 87 833 1176 243
p 2 0 82 838 312 232
p 2 0 82 838 299 233
p 2 0 112 808 1119 256
p 2 0 95 825 343 241
p 2 0 87 833 284 229
p 2 0 63 857 887 219
p 2 0 63 857 275 213
p 2 0 101 819 284 239
p 2 0 96 824 1131 247
p 2 0 93 827 335 241
p 2 0 62 858 256 212
p 2 0 94 826 1024 242
p 2 0 108 812 290 243
p 2 0 76 844 276 224
p 2 0 87 833 1272 242
p 2 0 66 854 289 217
p 2 0 53 867 237 204
p 2 0 85 835 3735 278
p 2 0 96 824 377 247
p 2 0 67 853 258 216
p 2 0 106 814 3913 294
p 2 0 111 809 412 261
p 2 0 93 827 303 241
p 2 1 98 821 3883 298
p 2 0 141 779 450 279
p 2 0 64 856 262 212
p 2 0 118 802 3884 309
p 2 0 120 800 421 267
p 2 0 109 811 360 254
p 2 0 106 814 369 249
p 2 0 60 860 259 209
p 2 0 77 843 286 223
p 2 1 164 755 5089 397
p 2 0 142 778 480 287
p 2 0 148 772 471 296
p 2 1 158 761 5694 395
p 2 0 145 775 476 288
p 2 0 133 787 345 268
p 2 0 152 768 5097 380
p 2 0 130 790 513 282
p 2 0 146 774 356 275
p 2 0 123 797 5433 356
p 2 0 100 820 461 258
p 2 0 93 827 342 244
p 2 0 83 837 339 231
p 2 0 74 846 264 223
p 2 0 138 782 418 279
p 2 0 121 799 421 262
p 2 0 101 819 357 250
p 2 0 122 798 353 263
p 2 0 120 800 403 265
p 2 0 87 833 289 233
p 2 0 82 838 306 234
p 2 0 90 830 345 238
p 2 0 79 841 297 227
p 2 0 71 849 279 220
p 2 0 76 844 313 223
p 2 0 41 879 215 193
p 2 0 51 869 234 200
p 2 0 73 847 335 222
p 2 0 84 836 279 228
p 2 0 63 857 262 213
p 2 0 114 806 388 254
p 2 0 57 863 260 206
p 2 0 92 828 270 232
p 2 0 107 813 345 252
p 2 0 59 861 256 211
p 2 0 75 845 259 219
p 2 0 55 865 270 207
p 2 0 29 891 198 181
p 2 0 44 876 213 195
p 2 0 48 872 265 199
p 2 0 49 871 234 200
p 2 0 72 848 246 219
p 2 0 42 878 276 193
p 2 0 73 847 246 215
p 2 0 33 887 194 184
p 2 0 31 889 254 183
p 2 0 81 839 246 221
p 2 0 45 875 227 200
p 2 0 34 886 241 187
p 2 0 43 877 205 193
p 2 0 49 871 238 202
